2021-09-02T00:00:25.817Z,592
2021-09-02T00:01:03.953Z,587
2021-09-02T00:01:41.999Z,587
2021-09-02T00:02:19.950Z,654
2021-09-02T00:03:06.197Z,592
2021-09-02T00:03:44.396Z,555
2021-09-02T00:04:30.653Z,555
2021-09-02T00:05:16.811Z,553
2021-09-02T00:05:54.983Z,555
2021-09-02T00:06:41.279Z,553
2021-09-02T00:07:19.189Z,557
2021-09-02T00:07:57.359Z,564
2021-09-02T00:08:35.387Z,567
2021-09-02T00:09:13.434Z,562
2021-09-02T00:09:51.475Z,560
2021-09-02T00:10:29.527Z,558
2021-09-02T00:11:07.547Z,565
2021-09-02T00:11:45.589Z,588
2021-09-02T00:12:31.879Z,567
2021-09-02T00:13:18.033Z,570
2021-09-02T00:13:56.234Z,559
2021-09-02T00:14:34.255Z,560
2021-09-02T00:15:12.295Z,554
2021-09-02T00:15:50.333Z,564
2021-09-02T00:16:28.371Z,574
2021-09-02T00:17:06.417Z,579
2021-09-02T00:17:44.454Z,566
2021-09-02T00:18:22.399Z,559
2021-09-02T00:19:00.519Z,562
2021-09-02T00:19:46.820Z,560
2021-09-02T00:20:24.862Z,601
2021-09-02T00:21:19.411Z,533
2021-09-02T00:21:57.522Z,532
2021-09-02T00:22:35.503Z,544
2021-09-02T00:23:13.529Z,567
2021-09-02T00:23:59.830Z,559
2021-09-02T00:24:37.867Z,560
2021-09-02T00:25:15.910Z,559
2021-09-02T00:25:53.948Z,559
2021-09-02T00:26:31.983Z,568
2021-09-02T00:27:10.024Z,574
2021-09-02T00:27:48.065Z,564
2021-09-02T00:28:26.103Z,565
2021-09-02T00:29:04.135Z,550
2021-09-02T00:29:42.181Z,588
2021-09-02T00:30:28.472Z,563
2021-09-02T00:31:06.513Z,533
2021-09-02T00:31:52.809Z,546
2021-09-02T00:32:30.845Z,550
2021-09-02T00:33:08.886Z,548
2021-09-02T00:33:46.929Z,570
2021-09-02T00:34:24.972Z,568
2021-09-02T00:35:11.271Z,557
2021-09-02T00:35:49.285Z,549
2021-09-02T00:36:35.601Z,553
2021-09-02T00:37:13.629Z,556
2021-09-02T00:37:51.671Z,564
2021-09-02T00:38:29.703Z,561
2021-09-02T00:39:07.758Z,577
2021-09-02T00:39:45.791Z,598
2021-09-02T00:40:32.076Z,553
2021-09-02T00:41:18.226Z,544
